Length;blame_merge_blame_getDifficulty_mean;blame_merge_blame_getVolume_min;blame_merge_blame_getLength_max;AnonymousInnerClassLength_min;blamemerge_blamegetVocabulary_count;blamemerge_blamegetLength_mean;MethodLength_count;AnonymousInnerClassLength_75%;blame_merge_blame_getDifficulty_std;MethodLength_25%;blamemerge_blamegetVolume_max;blame_merge_blame_getEffort_count;blame_merge_blame_getDifficulty_count;blamemerge_blamegetLength_max;AnonymousInnerClassLength_count;AnonymousInnerClassLength_std;AnonymousInnerClassLength_max;NumberOfDistinctOperands;blame_merge_blame_getEffort_std;MethodLength_75%;FileLength_std;FileLength_count;NumberOfDistinctOperators;blamemerge_blamegetDifficulty_std;blame_merge_blame_getLength_count;blame_merge_blame_getVocabulary_min;blamemerge_blamegetLength_count;blamemerge_blamegetVolume_mean;FileLength_75%;MethodLength_min;TotalNumberOfOperands;blamemerge_blamegetEffort_mean;Vocabulary;TotalNumberOfOperators;FileLength_max;blame_merge_blame_getVocabulary_mean;blamemerge_blamegetVocabulary_max;Volume;blame_merge_blame_getLength_mean;AnonymousInnerClassLength_25%;blame_merge_blame_getDifficulty_min;Effort;blame_merge_blame_getVolume_std;MethodLength_std;AnonymousInnerClassLength_50%;FileLength_25%;blamemerge_blamegetVocabulary_mean;blame_merge_blame_getVolume_mean;blamemerge_blamegetVolume_std;blame_merge_blame_getVocabulary_max;blamemerge_blamegetVolume_count;Difficulty;MethodLength_mean;blame_merge_blame_getVocabulary_count;blamemerge_blamegetDifficulty_max;blame_merge_blame_getLength_min;blamemerge_blamegetEffort_max;blamemerge_blamegetLength_std;blame_merge_blame_getDifficulty_max;blame_merge_blame_getEffort_min;MethodLength_50%;blame_merge_blame_getEffort_mean;blame_merge_blame_getVocabulary_std;blamemerge_blamegetDifficulty_count;blamemerge_blamegetEffort_count;AnonymousInnerClassLength_mean;MethodLength_max;blame_merge_blame_getLength_std;blame_merge_blame_getEffort_max;blame_merge_blame_getVolume_max;FileLength_mean;Bugged;FileLength_50%;blamemerge_blamegetEffort_std;blamemerge_blamegetVocabulary_std;blamemerge_blamegetDifficulty_mean;FileLength_min;blame_merge_blame_getVolume_count
419.0;0.0;0.0;0.0;0.0;239.0;1.7531380753138075;9.0;0.0;0.0;3.0;81.40967379910403;0.0;0.0;22.0;9.0;0.0;0.0;56.0;0.0;3.0;79.66666666666667;9.0;26.0;1.0122679516526891;0.0;0.0;239.0;5.3613247953545;0.0;3.0;162.0;15.229390803001532;82.0;257.0;239.0;0.0;13.0;2663.8142899349773;0.0;0.0;0.0;100178.44454648324;0.0;4.0;0.0;0.0;1.4853556485355648;0.0;13.87648116996765;0.0;239.0;37.607142857142854;4.333333333333333;0.0;6.75;0.0;549.5152981439521;4.120269197803428;0.0;0.0;3.0;0.0;0.0;239.0;239.0;0.0;15.0;0.0;0.0;0.0;26.555555555555557;False;0.0;50.72647774069566;3.307553581169985;0.3966128710898585;0.0;0.0
328.0;0.0;0.0;0.0;0.0;210.0;1.561904761904762;9.0;0.0;0.0;3.0;81.40967379910403;0.0;0.0;22.0;9.0;0.0;0.0;45.0;0.0;3.0;70.0;9.0;23.0;1.001146007664628;0.0;0.0;210.0;4.895568520922769;0.0;3.0;127.0;14.643463296548536;68.0;201.0;210.0;0.0;13.0;1996.687811930112;0.0;0.0;0.0;64803.6122071984;0.0;0.0;0.0;0.0;1.3;0.0;13.815026262235005;0.0;210.0;32.455555555555556;3.0;0.0;6.75;0.0;549.5152981439521;4.072133822271119;0.0;0.0;3.0;0.0;0.0;210.0;210.0;0.0;3.0;0.0;0.0;0.0;23.33333333333333;False;0.0;51.92124974859368;3.223790155470293;0.3604308390022676;0.0;0.0
409.0;0.0;0.0;0.0;0.0;255.0;1.603921568627451;9.0;0.0;0.0;3.0;65.72920075410866;0.0;0.0;19.0;9.0;0.0;0.0;47.0;0.0;3.0;85.00000000000001;9.0;25.0;0.99360007235839;0.0;0.0;255.0;4.957866935386634;0.0;3.0;165.0;14.014156514170365;72.0;244.0;255.0;0.0;12.0;2523.4993255899053;0.0;0.0;0.0;110738.66721338684;0.0;2.333333333333333;0.0;0.0;1.380392156862745;0.0;13.0680103979299;0.0;255.0;43.88297872340426;3.7777777777777777;0.0;5.333333333333333;0.0;258.30422752491825;3.9169508863135887;0.0;0.0;3.0;0.0;0.0;255.0;255.0;0.0;10.0;0.0;0.0;0.0;28.33333333333333;False;0.0;40.04451581669482;3.2592098221049177;0.3880952380952381;0.0;0.0
672.0;0.0;0.0;0.0;0.0;336.0;2.0;17.0;0.0;0.0;3.0;86.03910001730776;0.0;0.0;24.0;17.0;0.0;0.0;65.0;0.0;3.0;81.49197001220789;17.0;23.0;1.0557656471307069;0.0;0.0;336.0;6.455534337052987;0.0;3.0;282.0;18.36543158032152;88.0;390.0;336.0;0.0;14.0;4340.738047724264;0.0;0.0;0.0;216569.43828876602;0.0;2.425356250363329;0.0;0.0;1.6547619047619049;0.0;16.16259495631741;0.0;336.0;49.89230769230769;3.5882352941176467;0.0;4.666666666666667;0.0;276.5542500556321;4.670005912617307;0.0;0.0;3.0;0.0;0.0;336.0;336.0;0.0;13.0;0.0;0.0;0.0;19.764705882352946;False;0.0;48.063481849837295;3.6837490559646624;0.439864417989418;0.0;0.0
477.0;0.0;0.0;0.0;0.0;740.0;1.7364864864864864;6.0;0.0;0.0;3.0;70.30835464468075;0.0;0.0;19.0;6.0;0.0;0.0;38.0;0.0;3.0;111.04353500617071;6.0;26.0;1.1344478265784057;0.0;0.0;740.0;4.9023229881364525;0.0;3.0;170.0;14.80391131777526;64.0;307.0;272.0;0.0;13.0;2862.0;0.0;0.0;0.0;166447.8947368421;0.0;12.247448713915892;0.0;0.0;1.4945945945945946;0.0;12.33462132985472;0.0;740.0;58.157894736842096;8.0;0.0;5.625;0.0;395.48449487632917;3.7603469999500914;0.0;0.0;3.0;0.0;0.0;740.0;740.0;0.0;33.0;0.0;0.0;0.0;45.33333333333334;False;0.0;47.993915422898866;3.0523130337043995;0.4915540540540541;0.0;0.0
771.0;0.0;0.0;0.0;0.0;430.0;3.1186046511627907;3.0;0.0;0.0;7.0;309.1341075233367;0.0;0.0;63.0;3.0;0.0;0.0;88.0;0.0;12.5;139.71876514388944;3.0;35.0;1.825314973413548;0.0;0.0;430.0;11.28879175548916;121.0;3.0;277.0;70.57499957768225;123.0;494.0;242.0;0.0;34.0;5352.678683616554;0.0;0.0;0.0;294853.5218049005;0.0;5.686240703077327;0.0;0.0;2.4813953488372094;0.0;36.787113518616536;0.0;430.0;55.08522727272727;9.333333333333334;0.0;11.0;0.0;3357.725475225225;7.992850996117227;0.0;0.0;11.0;0.0;0.0;430.0;430.0;0.0;14.0;0.0;0.0;0.0;80.66666666666667;False;0.0;363.25187750502784;5.341344034081796;0.7409634551495018;0.0;0.0
266.0;0.0;0.0;0.0;0.0;117.0;2.2735042735042734;2.0;0.0;0.0;8.0;72.33974351909447;0.0;0.0;19.0;2.0;0.0;0.0;47.0;0.0;18.0;82.73149339882606;2.0;30.0;1.2757146429154915;0.0;0.0;117.0;6.94542315336658;87.75;3.0;100.0;21.77640221805569;77.0;166.0;117.0;0.0;14.0;1666.965219824844;0.0;0.0;0.0;53201.01765398438;0.0;14.142135623730953;0.0;29.25;1.991452991452992;0.0;14.82927236874045;0.0;117.0;31.914893617021278;13.0;0.0;7.5;0.0;542.5480763932085;4.387725692444406;0.0;0.0;13.0;0.0;0.0;117.0;117.0;0.0;23.0;0.0;0.0;0.0;58.5;False;58.5;64.54819146400177;3.7404953721715337;0.5787037037037038;0.0;0.0
727.0;0.0;0.0;0.0;0.0;349.0;2.0830945558739256;17.0;0.0;0.0;3.0;86.03910001730776;0.0;0.0;24.0;17.0;0.0;0.0;57.0;0.0;5.0;84.64493313768021;17.0;23.0;1.0110390922136892;0.0;0.0;349.0;6.741173057548405;0.0;3.0;322.0;18.256993312724358;80.0;405.0;349.0;0.0;14.0;4596.0417249831125;0.0;0.0;0.0;298581.447501973;0.0;2.23277722078291;0.0;0.0;1.7879656160458453;0.0;16.30263240313519;0.0;349.0;64.96491228070175;4.117647058823529;0.0;4.666666666666667;0.0;276.5542500556321;4.675870518828509;0.0;0.0;3.0;0.0;0.0;349.0;349.0;0.0;12.0;0.0;0.0;0.0;20.529411764705888;False;0.0;47.33070858670646;3.8132819362395867;0.4451948878882976;0.0;0.0
5973.0;0.0;0.0;0.0;0.0;2822.0;3.5956768249468465;15.0;0.0;0.0;4.0;183.39850002884629;0.0;0.0;40.0;15.0;0.0;0.0;1281.0;0.0;13.5;404.0812624543072;15.0;50.0;1.0916068194686614;0.0;0.0;2822.0;7.668637797704114;0.0;3.0;1724.0;21.518408401130863;1331.0;4249.0;1565.0;0.0;24.0;61989.555174361725;0.0;0.0;0.0;2085675.1194496413;0.0;8.830682441405783;0.0;0.0;2.8373493975903616;0.0;14.345615287993285;0.0;2822.0;33.6455893832943;10.133333333333333;0.0;12.1875;0.0;2205.236453577794;3.708334274324888;0.0;0.0;6.0;0.0;0.0;2822.0;2822.0;0.0;32.0;0.0;0.0;0.0;104.33333333333331;True;0.0;130.8314789302517;2.7048044597280514;0.9268500472478148;0.0;0.0
5973.0;0.0;0.0;0.0;0.0;2822.0;3.5956768249468465;1.0;0.0;0.0;4.0;183.39850002884629;0.0;0.0;40.0;1.0;0.0;0.0;1281.0;0.0;4.0;0.0;1.0;50.0;1.0916068194686614;0.0;0.0;2822.0;7.668637797704114;0.0;4.0;1724.0;21.518408401130863;1331.0;4249.0;0.0;0.0;24.0;61989.555174361725;0.0;0.0;0.0;2085675.1194496413;0.0;0.0;0.0;0.0;2.8373493975903616;0.0;14.345615287993285;0.0;2822.0;33.6455893832943;4.0;0.0;12.1875;0.0;2205.236453577794;3.708334274324888;0.0;0.0;4.0;0.0;0.0;2822.0;2822.0;0.0;4.0;0.0;0.0;0.0;0.0;True;0.0;130.8314789302517;2.7048044597280514;0.9268500472478148;0.0;0.0
392.0;0.0;0.0;0.0;0.0;251.0;1.5617529880478087;9.0;0.0;0.0;3.0;65.72920075410866;0.0;0.0;19.0;9.0;0.0;0.0;44.0;0.0;3.0;83.66666666666667;9.0;24.0;0.9774629577767616;0.0;0.0;251.0;4.8447329403250885;0.0;3.0;148.0;13.713650670013594;68.0;244.0;251.0;0.0;12.0;2386.285433770133;0.0;0.0;0.0;96319.15750853994;0.0;1.6666666666666667;0.0;0.0;1.3426294820717128;0.0;13.111753464692384;0.0;251.0;40.36363636363637;3.555555555555556;0.0;5.333333333333333;0.0;258.30422752491825;3.90885805763538;0.0;0.0;3.0;0.0;0.0;251.0;251.0;0.0;8.0;0.0;0.0;0.0;27.88888888888889;False;0.0;39.95168732321039;3.2388478596821018;0.3736008347562132;0.0;0.0
725.0;0.0;0.0;0.0;0.0;525.0;2.8780952380952383;6.0;0.0;0.0;5.75;206.3233125324521;0.0;0.0;45.0;6.0;0.0;0.0;69.0;0.0;17.25;89.406375611586;6.0;34.0;1.649901322159164;0.0;0.0;525.0;8.762146228444056;0.0;3.0;216.0;37.76735776188298;103.0;509.0;219.0;0.0;24.0;4847.712882207833;0.0;0.0;0.0;257982.6333835821;0.0;8.477420991472977;0.0;0.0;2.4380952380952383;0.0;20.9803087599768;0.0;525.0;53.21739130434783;12.333333333333336;0.0;8.5;0.0;1753.748156525843;5.4412542922891545;0.0;0.0;11.5;0.0;0.0;525.0;525.0;0.0;25.0;0.0;0.0;0.0;36.5;True;0.0;136.1911566129483;4.057139145302698;0.8180748299319729;0.0;0.0
467.0;0.0;0.0;0.0;0.0;269.0;1.7360594795539033;9.0;0.0;0.0;3.0;65.72920075410866;0.0;0.0;19.0;9.0;0.0;0.0;49.0;0.0;3.0;89.66666666666669;9.0;28.0;1.0563638861950329;0.0;0.0;269.0;5.288835245754523;0.0;3.0;169.0;15.249340101016452;77.0;298.0;269.0;0.0;12.0;2926.58931450452;0.0;0.0;0.0;141312.45547178964;0.0;7.000000000000001;0.0;0.0;1.5278810408921932;0.0;13.149865459803245;0.0;269.0;48.28571428571429;5.333333333333333;0.0;5.333333333333333;0.0;258.30422752491825;3.948483660891809;0.0;0.0;3.0;0.0;0.0;269.0;269.0;0.0;24.0;0.0;0.0;0.0;29.88888888888889;False;0.0;40.7671346534117;3.3507856575897783;0.4452557974862808;0.0;0.0
2665.0;0.0;0.0;0.0;0.0;600.0;8.585;8.0;0.0;0.0;3.0;199.03672606650852;0.0;0.0;44.0;8.0;0.0;0.0;190.0;0.0;7.0;98.28784258493009;8.0;35.0;2.409723599664122;0.0;0.0;600.0;32.59566330516377;0.0;3.0;906.0;172.01459605594155;225.0;1759.0;278.0;0.0;23.0;20823.7268745934;0.0;0.0;0.0;1737685.208403571;0.0;2.3260942125619692;0.0;0.0;5.868333333333332;0.0;48.47401236912214;0.0;600.0;83.44736842105263;5.625;0.0;7.7;0.0;1471.612434150308;11.475579427869524;0.0;0.0;6.5;0.0;0.0;600.0;600.0;0.0;9.0;0.0;0.0;0.0;34.75;False;0.0;311.5977001187644;7.021859302848776;1.9037886904761907;0.0;0.0
2665.0;0.0;0.0;0.0;0.0;600.0;8.585;0.0;0.0;0.0;0.0;199.03672606650852;0.0;0.0;44.0;0.0;0.0;0.0;190.0;0.0;0.0;0.0;0.0;35.0;2.409723599664122;0.0;0.0;600.0;32.59566330516377;0.0;0.0;906.0;172.01459605594155;225.0;1759.0;0.0;0.0;23.0;20823.7268745934;0.0;0.0;0.0;1737685.208403571;0.0;0.0;0.0;0.0;5.868333333333332;0.0;48.47401236912214;0.0;600.0;83.44736842105263;0.0;0.0;7.7;0.0;1471.612434150308;11.475579427869524;0.0;0.0;0.0;0.0;0.0;600.0;600.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;311.5977001187644;7.021859302848776;1.9037886904761907;0.0;0.0
699.0;0.0;0.0;0.0;0.0;1135.0;3.1030837004405285;9.0;0.0;0.0;3.0;227.5489532989615;0.0;0.0;49.0;9.0;0.0;0.0;80.0;0.0;4.0;86.00000000000001;9.0;36.0;1.6435990431424858;0.0;0.0;1135.0;10.542390280704517;0.0;3.0;259.0;50.05612321085767;116.0;440.0;258.0;0.0;25.0;4793.728715594173;0.0;0.0;0.0;279354.5409012505;0.0;6.372684764768389;0.0;0.0;2.462555066079295;0.0;28.18598282449345;0.0;1135.0;58.275;6.111111111111112;0.0;10.111111111111107;0.0;2149.6971651173158;6.859444190996102;0.0;0.0;3.0;0.0;0.0;1135.0;1135.0;0.0;22.0;0.0;0.0;0.0;28.66666666666667;False;0.0;228.7837118223648;4.583937775469084;0.7767965367965367;0.0;0.0
354.0;0.0;0.0;0.0;0.0;720.0;2.458333333333333;4.0;0.0;0.0;3.0;171.8226790216648;0.0;0.0;37.0;4.0;0.0;0.0;67.0;0.0;8.0;72.0;4.0;31.0;1.390262538425686;0.0;0.0;720.0;8.410338762283796;36.0;3.0;140.0;34.46822249795096;98.0;214.0;144.0;0.0;25.0;2341.607284816784;0.0;0.0;0.0;75840.11653809584;0.0;10.0;0.0;0.0;2.0069444444444446;0.0;23.49359037656764;0.0;720.0;32.38805970149254;8.0;0.0;7.636363636363638;0.0;1312.1004579836224;5.876422089892911;0.0;0.0;3.0;0.0;0.0;720.0;720.0;0.0;23.0;0.0;0.0;0.0;36.0;False;0.0;142.52861183458722;4.4150087422796584;0.5569158850408851;0.0;0.0
761.0;0.0;0.0;0.0;0.0;191.0;4.361256544502618;4.0;0.0;0.0;3.0;205.5971657911106;0.0;0.0;54.0;4.0;0.0;0.0;78.0;0.0;43.25;92.5;4.0;39.0;2.048535497125984;0.0;0.0;191.0;13.265968352239184;46.25;3.0;221.0;63.68101143949049;117.0;540.0;185.0;0.0;15.0;5228.347551602971;0.0;0.0;0.0;288866.20222606417;0.0;31.073836797752115;0.0;0.0;3.471204188481676;0.0;24.794277925999587;0.0;191.0;55.25;27.25;0.0;16.25;0.0;3340.9539441055467;6.732510792466703;0.0;0.0;19.0;0.0;0.0;191.0;191.0;0.0;68.0;0.0;0.0;0.0;46.25;False;0.0;262.9588261673069;4.280673596180279;1.1161244078783346;0.0;0.0
409.0;0.0;0.0;0.0;0.0;254.0;1.610236220472441;12.0;0.0;0.0;3.0;65.72920075410866;0.0;0.0;19.0;12.0;0.0;0.0;46.0;0.0;3.0;73.32348418708249;12.0;25.0;1.007004048761914;0.0;0.0;254.0;4.977386096549574;0.0;3.0;153.0;14.24287232165192;71.0;256.0;254.0;0.0;12.0;2515.2465718774147;0.0;0.0;0.0;104574.11018946863;0.0;2.02072594216369;0.0;0.0;1.3858267716535433;0.0;13.090085906225786;0.0;254.0;41.57608695652174;3.583333333333333;0.0;5.333333333333333;0.0;258.30422752491825;3.923383524956524;0.0;0.0;3.0;0.0;0.0;254.0;254.0;0.0;10.0;0.0;0.0;0.0;21.166666666666668;False;0.0;40.42536436581437;3.264486701522735;0.3947787776527934;0.0;0.0
393.0;0.0;0.0;0.0;0.0;250.0;1.5719999999999998;9.0;0.0;0.0;3.0;65.72920075410866;0.0;0.0;19.0;9.0;0.0;0.0;44.0;0.0;3.0;83.33333333333334;9.0;25.0;0.9839928235532358;0.0;0.0;250.0;4.882229172138311;0.0;3.0;148.0;13.87085717284942;69.0;245.0;250.0;0.0;12.0;2400.6501115138212;0.0;0.0;0.0;100936.42514319472;0.0;1.6666666666666667;0.0;0.0;1.352;0.0;13.164045661467895;0.0;250.0;42.04545454545455;3.555555555555556;0.0;5.333333333333333;0.0;258.30422752491825;3.9225452764478237;0.0;0.0;3.0;0.0;0.0;250.0;250.0;0.0;8.0;0.0;0.0;0.0;27.777777777777782;False;0.0;40.1734982113727;3.2530640483721256;0.3770952380952381;0.0;0.0
307.0;0.0;0.0;0.0;0.0;126.0;2.4365079365079363;2.0;0.0;0.0;9.5;72.33974351909447;0.0;0.0;19.0;2.0;0.0;0.0;50.0;0.0;22.5;89.09545442950498;2.0;31.0;1.346925200443896;0.0;0.0;126.0;7.47732316102492;94.5;3.0;114.0;24.517811755329767;81.0;193.0;126.0;0.0;14.0;1946.3339508855802;0.0;0.0;0.0;68783.4418242964;0.0;18.384776310850235;0.0;31.5;2.119047619047619;0.0;15.600530094851722;0.0;126.0;35.34;16.0;0.0;7.5;0.0;542.5480763932085;4.561571714654557;0.0;0.0;16.0;0.0;0.0;126.0;126.0;0.0;29.0;0.0;0.0;0.0;63.0;False;63.0;69.4322321067439;3.8400148809235484;0.6374338624338624;0.0;0.0
673.0;0.0;0.0;0.0;0.0;562.0;2.7704626334519573;4.0;0.0;0.0;11.75;83.76180828526728;0.0;0.0;22.0;4.0;0.0;0.0;58.0;0.0;18.5;114.5;4.0;33.0;1.698053402696021;0.0;0.0;562.0;8.634625033720452;57.25;11.0;232.0;35.41690539774859;91.0;441.0;229.0;0.0;15.0;4379.745792853722;0.0;0.0;0.0;289063.2223283457;0.0;5.5;0.0;0.0;2.457295373665481;0.0;17.561172812452128;0.0;562.0;66.0;15.75;0.0;7.5;0.0;527.6993921971838;4.915940400098218;0.0;0.0;14.5;0.0;0.0;562.0;562.0;0.0;23.0;0.0;0.0;0.0;57.25;False;0.0;96.1098346391223;4.1815900499396115;0.8266755634638198;0.0;0.0
410.0;0.0;0.0;0.0;0.0;254.0;1.6141732283464567;9.0;0.0;0.0;3.0;65.72920075410866;0.0;0.0;19.0;9.0;0.0;0.0;46.0;0.0;3.0;84.66666666666666;9.0;27.0;1.0116137794093096;0.0;0.0;254.0;4.995218084789655;0.0;3.0;153.0;14.343612380860355;73.0;257.0;254.0;0.0;12.0;2537.8280691408067;0.0;0.0;0.0;113953.99732196385;0.0;2.333333333333333;0.0;0.0;1.389763779527559;0.0;13.119154678091116;0.0;254.0;44.90217391304348;3.7777777777777777;0.0;5.333333333333333;0.0;258.30422752491825;3.930316432351329;0.0;0.0;3.0;0.0;0.0;254.0;254.0;0.0;10.0;0.0;0.0;0.0;28.222222222222218;False;0.0;40.57146052419552;3.273086675703392;0.3967472815898013;0.0;0.0
503.0;0.0;0.0;0.0;0.0;284.0;1.7711267605633805;14.0;0.0;0.0;3.0;86.03910001730776;0.0;0.0;24.0;14.0;0.0;0.0;50.0;0.0;3.0;75.9021927031285;14.0;20.0;0.958007124584378;0.0;0.0;284.0;5.7206948386555485;0.0;3.0;215.0;15.699183215357433;70.0;288.0;284.0;0.0;14.0;3083.0293575233186;0.0;0.0;0.0;132570.2623735027;0.0;0.0;0.0;0.0;1.4436619718309858;0.0;15.752554752184784;0.0;284.0;43.0;3.0;0.0;4.666666666666667;0.0;276.5542500556321;4.527935761414174;0.0;0.0;3.0;0.0;0.0;284.0;284.0;0.0;3.0;0.0;0.0;0.0;20.285714285714285;False;0.0;45.47398539342078;3.491584325328676;0.36776212832550864;0.0;0.0
1576.0;0.0;0.0;0.0;0.0;1069.0;3.0411599625818524;11.0;0.0;0.0;3.0;229.34587507932721;0.0;0.0;55.0;11.0;0.0;0.0;150.0;0.0;21.5;160.40403531537027;11.0;47.0;1.51343426402165;0.0;0.0;1069.0;9.54935182355642;0.0;3.0;496.0;38.97474848164842;197.0;1080.0;532.0;0.0;29.0;12012.353667463247;0.0;0.0;0.0;933439.9623196777;0.0;16.475877683891245;0.0;0.0;2.548175865294668;0.0;23.280862542932176;0.0;1069.0;77.70666666666666;15.636363636363635;0.0;11.0;0.0;2190.9494288025353;5.92732112609724;0.0;0.0;7.0;0.0;0.0;1069.0;1069.0;0.0;46.0;0.0;0.0;0.0;48.36363636363637;False;0.0;167.8334791794411;4.320143670335319;0.7318989710009356;0.0;0.0
102.0;0.0;0.0;0.0;0.0;678.0;1.079646017699115;1.0;0.0;0.0;4.0;80.0;0.0;0.0;20.0;1.0;0.0;0.0;26.0;0.0;4.0;0.0;1.0;22.0;0.8917602462433002;0.0;0.0;678.0;3.4504277289027065;84.0;4.0;36.0;11.616347603040454;48.0;66.0;84.0;0.0;16.0;569.6661750735581;0.0;0.0;0.0;8676.454051120345;0.0;0.0;0.0;84.0;0.9026548672566372;0.0;12.80767873422317;0.0;678.0;15.230769230769232;4.0;0.0;5.5;0.0;440.0;3.5777292244264363;0.0;0.0;4.0;0.0;0.0;678.0;678.0;0.0;4.0;0.0;0.0;0.0;84.0;False;84.0;56.87753124982629;2.8821190764967124;0.25;84.0;0.0
204.0;0.0;0.0;0.0;0.0;806.0;1.7419354838709675;2.0;0.0;0.0;6.25;114.44895955500952;0.0;0.0;28.0;2.0;0.0;0.0;43.0;0.0;8.75;69.29646455628165;2.0;31.0;1.086765514164567;0.0;0.0;806.0;5.498699306127782;73.5;5.0;74.0;17.536706914894346;74.0;130.0;98.0;0.0;17.0;1266.728486588306;0.0;0.0;0.0;33789.24590969272;0.0;3.5355339059327378;0.0;24.5;1.5024813895781637;0.0;15.404723334990322;0.0;806.0;26.67441860465116;7.5;0.0;5.5;0.0;457.7958382200382;4.30748627257001;0.0;0.0;7.5;0.0;0.0;806.0;806.0;0.0;10.0;0.0;0.0;0.0;49.0;False;49.0;60.8613971359059;3.501108083194838;0.4257650951199339;0.0;0.0
34.0;0.0;0.0;0.0;0.0;760.0;0.3526315789473684;2.0;0.0;0.0;0.0;41.20902501875006;0.0;0.0;13.0;2.0;0.0;0.0;16.0;0.0;0.0;50.20458146424488;2.0;7.0;0.20597444809526888;0.0;0.0;760.0;0.9678655719959264;53.25;0.0;19.0;1.0092152328211916;23.0;15.0;71.0;0.0;9.0;153.80110650593844;0.0;0.0;0.0;639.2358489153066;0.0;0.0;0.0;17.75;0.2776315789473684;0.0;5.747636597575196;0.0;760.0;4.15625;0.0;0.0;1.8;0.0;48.6;1.8648311381208256;0.0;0.0;0.0;0.0;0.0;760.0;760.0;0.0;0.0;0.0;0.0;0.0;35.5;False;35.5;5.978372042707798;1.370890546963936;0.04118421052631579;0.0;0.0
66.0;0.0;0.0;0.0;0.0;718.0;1.1239554317548746;0.0;0.0;0.0;0.0;41.20902501875006;0.0;0.0;13.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;14.0;0.6440066640932095;0.0;0.0;718.0;3.01249854683539;0.0;0.0;27.0;5.320682376458036;32.0;39.0;0.0;0.0;10.0;330.0;0.0;0.0;0.0;3465.0;0.0;0.0;0.0;0.0;1.0459610027855153;0.0;8.473157218554197;0.0;718.0;10.5;0.0;0.0;3.0;0.0;85.58797503894245;2.787691607782854;0.0;0.0;0.0;0.0;0.0;718.0;718.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;15.395975128820533;2.49448017881358;0.2479108635097493;0.0;0.0
99.0;0.0;0.0;0.0;0.0;832.0;0.6430288461538461;1.0;0.0;0.0;4.0;70.32403072095333;0.0;0.0;18.0;1.0;0.0;0.0;26.0;0.0;4.0;0.0;1.0;21.0;0.5175903387309023;0.0;0.0;832.0;1.7679211713675402;77.0;4.0;35.0;3.591930757109037;47.0;64.0;77.0;0.0;15.0;549.9042963160862;0.0;0.0;0.0;7772.685726775449;0.0;0.0;0.0;77.0;0.5336538461538461;0.0;7.822128309307552;0.0;832.0;14.134615384615385;4.0;0.0;5.5;0.0;386.7821689652432;2.456597876234669;0.0;0.0;4.0;0.0;0.0;832.0;832.0;0.0;4.0;0.0;0.0;0.0;77.0;False;77.0;20.88896559120602;1.907316236338472;0.12560096153846154;77.0;0.0
445.0;0.0;0.0;0.0;0.0;1122.0;3.0766488413547237;3.0;0.0;0.0;13.0;114.718800023077;0.0;0.0;32.0;3.0;0.0;0.0;64.0;0.0;15.5;75.63288526384098;3.0;35.0;1.5639960562581965;0.0;0.0;1122.0;9.81221453998362;65.5;11.0;164.0;36.73830726008075;99.0;281.0;131.0;0.0;14.0;2950.063695935426;0.0;0.0;0.0;132291.91886460426;0.0;2.6457513110645907;0.0;0.0;2.570409982174688;0.0;19.320047243025442;0.0;1122.0;44.84375;14.0;0.0;7.5;0.0;722.7284401453851;5.471637045098552;0.0;0.0;15.0;0.0;0.0;1122.0;1122.0;0.0;16.0;0.0;0.0;0.0;43.66666666666666;False;0.0;94.92161523916664;4.2630852881822525;0.8019756387403446;0.0;0.0
150.0;0.0;0.0;0.0;0.0;1266.0;0.8507109004739336;3.0;0.0;0.0;4.5;48.43204266092217;0.0;0.0;14.0;3.0;0.0;0.0;30.0;0.0;6.0;64.66323014923809;3.0;24.0;0.6037735924991932;0.0;0.0;1266.0;2.1800522684428083;56.0;3.0;54.0;4.770706924884335;54.0;96.0;112.0;0.0;11.0;863.2331253245204;0.0;0.0;0.0;18645.83550700964;0.0;1.7320508075688772;0.0;0.0;0.7361769352290679;0.0;8.211274465189605;0.0;1266.0;21.6;5.0;0.0;3.5;0.0;169.5121493132276;2.602033920203384;0.0;0.0;6.0;0.0;0.0;1266.0;1266.0;0.0;6.0;0.0;0.0;0.0;37.333333333333336;False;0.0;21.818467176699095;2.0942011214419263;0.18127962085308053;0.0;0.0
240.0;0.0;0.0;0.0;0.0;1177.0;2.0195412064570943;2.0;0.0;0.0;11.0;70.32403072095333;0.0;0.0;18.0;2.0;0.0;0.0;43.0;0.0;11.0;73.53910524340094;2.0;23.0;1.1843239593200534;0.0;0.0;1177.0;6.323469694008938;78.0;11.0;85.0;20.26412331249965;66.0;155.0;104.0;0.0;15.0;1450.6545886460287;0.0;0.0;0.0;32977.089776778914;0.0;0.0;0.0;26.0;1.7502124044180118;0.0;15.192048693670175;0.0;1177.0;22.732558139534888;11.0;0.0;4.5;0.0;316.45813824429;4.3821055565854845;0.0;0.0;11.0;0.0;0.0;1177.0;1177.0;0.0;11.0;0.0;0.0;0.0;52.0;False;52.0;58.377844371714275;3.677769497297807;0.4673534409515718;0.0;0.0
