WMC_CK_count;NORM;DIT;WMC;WMC_CK_mean;NMIR;WMC_CK_50%;WMC_CK_min;WMC_CK_25%;WMC_CK_std;Bugged;NOCh;NMI;WMC_CK_75%;WMC_CK_max;NPM
5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
3.0;0.0;0.0;0.0;1.3333333333333333;0.0;1.0;1.0;1.0;0.5773502691896257;False;0.0;0.0;1.5;2.0;0.0
6.0;0.0;0.0;0.0;1.1666666666666667;0.0;1.0;1.0;1.0;0.40824829046386296;False;0.0;0.0;1.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
9.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
4.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;1.0;1.1547005383792517;False;0.0;0.0;3.0;3.0;0.0
6.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
5.0;0.0;0.0;0.0;2.4;0.0;2.0;2.0;2.0;0.5477225575051661;False;0.0;0.0;3.0;3.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
19.0;0.0;0.0;0.0;1.1052631578947372;0.0;1.0;1.0;1.0;0.3153017676423058;False;0.0;0.0;1.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;3.0;0.0;False;0.0;0.0;3.0;3.0;0.0
2.0;0.0;1.0;3.0;2.0;0.0;2.0;1.0;1.5;1.4142135623730951;False;0.0;0.0;2.5;3.0;1.0
7.0;0.0;1.0;17.0;3.7142857142857135;0.0;4.0;1.0;2.5;2.3603873774083297;False;0.0;0.0;4.0;8.0;3.0
8.0;0.0;1.0;9.0;1.125;0.0;1.0;1.0;1.0;0.3535533905932738;False;0.0;0.0;1.0;2.0;5.0
2.0;0.0;1.0;3.0;1.5;0.0;1.5;1.0;1.25;0.7071067811865476;False;0.0;0.0;1.75;2.0;1.0
1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
1.0;0.0;1.0;5.0;5.0;0.0;5.0;5.0;5.0;0.0;False;0.0;0.0;5.0;5.0;1.0
5.0;0.0;1.0;7.0;1.2;0.0;1.0;1.0;1.0;0.4472135954999581;False;0.0;0.0;1.0;2.0;4.0
3.0;0.0;1.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;3.0
3.0;0.0;1.0;4.0;1.3333333333333333;0.0;1.0;1.0;1.0;0.5773502691896257;False;0.0;0.0;1.5;2.0;3.0
1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
13.0;0.0;1.0;15.0;1.0769230769230769;0.0;1.0;1.0;1.0;0.27735009811261463;False;0.0;0.0;1.0;2.0;13.0
1.0;0.0;1.0;23.0;25.0;0.0;25.0;25.0;25.0;0.0;False;0.0;0.0;25.0;25.0;1.0
3.0;0.0;1.0;13.0;4.333333333333333;0.0;3.0;2.0;2.5;3.2145502536643185;False;0.0;0.0;5.5;8.0;1.0
15.0;0.0;1.0;35.0;2.2666666666666666;0.0;1.0;1.0;1.0;2.1865389045137933;False;0.0;0.0;3.0;8.0;14.0
1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;1.0;15.0;8.0;0.0;8.0;2.0;5.0;8.48528137423857;False;0.0;0.0;11.0;14.0;2.0
1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;1.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
5.0;0.0;1.0;14.0;3.8;0.0;2.0;1.0;1.0;3.5637059362410923;False;0.0;0.0;6.0;9.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
20.0;0.0;1.0;71.0;4.25;0.0;3.5;1.0;2.0;2.7886046312580213;False;0.0;0.0;6.0;12.0;0.0
2.0;0.0;1.0;10.0;4.5;0.0;4.5;2.0;3.25;3.5355339059327378;False;0.0;0.0;5.75;7.0;0.0
9.0;0.0;1.0;10.0;1.1111111111111112;0.0;1.0;1.0;1.0;0.33333333333333337;False;0.0;0.0;1.0;2.0;9.0
1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;1.0;5.0;1.5;0.0;1.5;1.0;1.25;0.7071067811865476;False;0.0;0.0;1.75;2.0;2.0
1.0;0.0;1.0;2.0;2.0;0.0;2.0;2.0;2.0;0.0;False;0.0;0.0;2.0;2.0;1.0
10.0;0.0;1.0;32.0;4.8;0.0;3.5;1.0;3.0;4.871686908385363;True;0.0;0.0;5.0;18.0;7.0
2.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;2.0
9.0;0.0;1.0;18.0;3.2222222222222223;0.0;3.0;1.0;1.0;3.2317865716108862;False;0.0;0.0;3.0;11.0;0.0
1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
14.0;0.0;1.0;35.0;2.357142857142857;0.0;1.5;1.0;1.0;2.134231724753677;False;0.0;0.0;2.0;8.0;12.0
11.0;0.0;1.0;15.0;1.2727272727272727;0.0;1.0;1.0;1.0;0.6466697906828632;False;0.0;0.0;1.0;3.0;11.0
1.0;0.0;1.0;3.0;3.0;0.0;3.0;3.0;3.0;0.0;False;0.0;0.0;3.0;3.0;1.0
2.0;0.0;1.0;11.0;6.5;0.0;6.5;1.0;3.75;7.7781745930520225;False;0.0;0.0;9.25;12.0;1.0
3.0;0.0;1.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
9.0;0.0;1.0;15.0;2.333333333333333;0.0;1.0;1.0;1.0;1.8708286933869709;False;0.0;0.0;4.0;6.0;0.0
0.0;0.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
4.0;0.0;1.0;27.0;6.75;0.0;7.0;4.0;4.75;2.6299556396765835;False;0.0;0.0;9.0;9.0;1.0
1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
5.0;0.0;1.0;8.0;2.0;0.0;1.0;1.0;1.0;1.4142135623730951;False;0.0;0.0;3.0;4.0;4.0
2.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
5.0;0.0;1.0;10.0;1.4;0.0;1.0;1.0;1.0;0.5477225575051661;False;0.0;0.0;2.0;2.0;4.0
6.0;0.0;1.0;8.0;1.3333333333333333;0.0;1.0;1.0;1.0;0.5163977794943222;False;0.0;0.0;1.75;2.0;5.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
5.0;0.0;1.0;22.0;3.4;0.0;2.0;1.0;2.0;3.2093613071762417;False;0.0;0.0;3.0;9.0;5.0
2.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;2.0
8.0;0.0;1.0;18.0;1.75;0.0;1.0;1.0;1.0;1.7525491637693282;False;0.0;0.0;1.25;6.0;6.0
1.0;0.0;1.0;18.0;6.0;0.0;6.0;6.0;6.0;0.0;False;0.0;0.0;6.0;6.0;6.0
1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
4.0;0.0;1.0;6.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;3.0
2.0;0.0;1.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
10.0;0.0;1.0;19.0;1.9;0.0;1.0;1.0;1.0;1.4491376746189442;False;0.0;0.0;2.0;5.0;8.0
1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
2.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;2.0
2.0;0.0;1.0;7.0;3.5;0.0;3.5;1.0;2.25;3.5355339059327378;False;0.0;0.0;4.75;6.0;1.0
4.0;0.0;1.0;6.0;1.25;0.0;1.0;1.0;1.0;0.5;False;0.0;0.0;1.25;2.0;3.0
2.0;0.0;1.0;3.0;1.5;0.0;1.5;1.0;1.25;0.7071067811865476;False;0.0;0.0;1.75;2.0;1.0
7.0;0.0;1.0;12.0;1.8571428571428568;0.0;1.0;1.0;1.0;1.4638501094227998;False;0.0;0.0;2.0;5.0;6.0
1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;1.0
3.0;0.0;1.0;4.0;1.3333333333333333;0.0;1.0;1.0;1.0;0.5773502691896257;False;0.0;0.0;1.5;2.0;3.0
2.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;2.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
3.0;0.0;1.0;14.0;3.6666666666666665;0.0;3.0;1.0;2.0;3.055050463303893;False;0.0;0.0;5.0;7.0;2.0
4.0;0.0;1.0;11.0;4.0;0.0;3.5;2.0;2.0;2.449489742783178;False;0.0;0.0;5.5;7.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
4.0;0.0;0.0;0.0;1.25;0.0;1.0;1.0;1.0;0.5;False;0.0;0.0;1.25;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;False;0.0;0.0;2.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;5.0;0.0;False;0.0;0.0;5.0;5.0;0.0
4.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
17.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;False;0.0;0.0;2.0;2.0;0.0
3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
10.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
7.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;4.0;0.0;4.0;4.0;4.0;0.0;False;0.0;0.0;4.0;4.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
4.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
3.0;0.0;0.0;0.0;1.3333333333333333;0.0;1.0;1.0;1.0;0.5773502691896257;False;0.0;0.0;1.5;2.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
11.0;0.0;0.0;0.0;1.0909090909090908;0.0;1.0;1.0;1.0;0.30151134457776363;False;0.0;0.0;1.0;2.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
6.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
6.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
4.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
6.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;7.0;0.0;7.0;7.0;7.0;0.0;False;0.0;0.0;7.0;7.0;0.0
5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
4.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;4.0;0.0;4.0;4.0;4.0;0.0;False;0.0;0.0;4.0;4.0;0.0
1.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;False;0.0;0.0;2.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
12.0;0.0;0.0;0.0;1.1666666666666667;0.0;1.0;1.0;1.0;0.5773502691896257;False;0.0;0.0;1.0;3.0;0.0
4.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
7.0;0.0;0.0;0.0;1.1428571428571428;0.0;1.0;1.0;1.0;0.3779644730092273;False;0.0;0.0;1.0;2.0;0.0
3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
7.0;0.0;0.0;0.0;1.1428571428571428;0.0;1.0;1.0;1.0;0.3779644730092273;False;0.0;0.0;1.0;2.0;0.0
3.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
8.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;False;0.0;0.0;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0
