IsConstructor_count;NumberOfUniqueWords_mean;NumberOfMathOperations_75%;NumberOfModifiers_min;LOCMethod_CK_mean;NumberOfModifiers_count;NumberOfStringLiterals_75%;NumberOfMathOperations_count;NumberOfAnonymousClasses_min;LOCMethod_CK_25%;CBO_75%;NumberOfAnonymousClasses_std;NumberOfLoops_count;NumberOfLogStatements_max;Returns_50%;NumberOfStringLiterals_50%;NumberOfLoops_max;CBO_50%;NumberOfNumbers_75%;LOCMethod_CK_max;NumberOfAssignments_50%;NumberOfParameters_CK_count;NumberOfUniqueWords_count;LOCMethod_CK_std;NumberOfComparisons_25%;NumberOfNumbers_mean;WMC_CK_min;NumberOfMathOperations_50%;CBO_max;NumberOfNumbers_std;NumberOfParenthesizedExps_max;NumberOfAnonymousClasses_count;IsConstructor_unique;NumberOfTryCatch_75%;NumberOfLambdas_75%;NumberOfInnerClasses_count;RFC_min;LOCMethod_CK_count;NumberOfParenthesizedExps_50%;NumberOfNumbers_max;NumberOfTryCatch_mean;NumberOfAssignments_std;NumberOfVariables_50%;LOCMethod_CK_min;NumberOfLoops_50%;NumberOfComparisons_50%;RFC_mean;NumberOfVariables_std;NumberOfInnerClasses_75%;NumberOfParameters_CK_max;NumberOfLogStatements_50%;NumberOfStringLiterals_max;NumberOfModifiers_50%;NumberOfMathOperations_mean;CBO_min;CBO_count;WMC_CK_50%;NumberOfStringLiterals_std;CBO_mean;NumberOfInnerClasses_25%;MaxNumberOfNestedBlocks_mean;NumberOfLoops_std;NumberOfUniqueWords_min;NumberOfParenthesizedExps_75%;NumberOfMathOperations_25%;WMC_CK_25%;NumberOfMathOperations_std;NumberOfInnerClasses_50%;NumberOfVariables_mean;NumberOfComparisons_max;NumberOfLambdas_mean;NumberOfTryCatch_max;NumberOfNumbers_count;NumberOfParenthesizedExps_count;NumberOfMathOperations_min;IsConstructor_top;NumberOfModifiers_75%;NumberOfNumbers_25%;Returns_std;MaxNumberOfNestedBlocks_75%;NumberOfComparisons_75%;NumberOfTryCatch_25%;NumberOfAssignments_count;NumberOfLogStatements_std;NumberOfAssignments_mean;Returns_max;NumberOfStringLiterals_mean;NumberOfAssignments_75%;MaxNumberOfNestedBlocks_min;NumberOfParameters_CK_50%;NumberOfUniqueWords_std;NumberOfParameters_CK_mean;NumberOfModifiers_25%;NumberOfAssignments_max;WMC_CK_max;NumberOfLogStatements_75%;NumberOfAssignments_25%;NumberOfLambdas_50%;RFC_max;NumberOfNumbers_min;NumberOfAssignments_min;NumberOfVariables_count;NumberOfLoops_min;NumberOfInnerClasses_min;NumberOfVariables_75%;NumberOfInnerClasses_max;MaxNumberOfNestedBlocks_count;Returns_25%;NumberOfLambdas_min;NumberOfParameters_CK_min;RFC_50%;WMC_CK_75%;Returns_min;MaxNumberOfNestedBlocks_50%;NumberOfLoops_75%;Returns_count;NumberOfVariables_min;NumberOfParenthesizedExps_std;RFC_count;NumberOfComparisons_min;MaxNumberOfNestedBlocks_std;NumberOfLogStatements_min;NumberOfAnonymousClasses_max;WMC_CK_count;NumberOfLogStatements_mean;Returns_75%;NumberOfLambdas_max;NumberOfUniqueWords_max;NumberOfTryCatch_min;RFC_std;NumberOfLambdas_count;Returns_mean;NumberOfUniqueWords_25%;NumberOfModifiers_max;RFC_75%;WMC_CK_std;NumberOfVariables_25%;NumberOfAnonymousClasses_mean;NumberOfTryCatch_50%;CBO_25%;NumberOfLoops_mean;RFC_25%;NumberOfParameters_CK_25%;NumberOfComparisons_std;NumberOfParenthesizedExps_mean;NumberOfStringLiterals_min;MaxNumberOfNestedBlocks_25%;NumberOfStringLiterals_25%;NumberOfParameters_CK_75%;NumberOfTryCatch_std;LOCMethod_CK_75%;NumberOfInnerClasses_mean;NumberOfModifiers_mean;NumberOfInnerClasses_std;NumberOfParenthesizedExps_25%;LOCMethod_CK_50%;NumberOfLogStatements_count;NumberOfAnonymousClasses_50%;NumberOfAnonymousClasses_75%;NumberOfComparisons_mean;NumberOfParenthesizedExps_min;NumberOfStringLiterals_count;NumberOfLogStatements_25%;Bugged;NumberOfLoops_25%;CBO_std;NumberOfLambdas_25%;NumberOfComparisons_count;MaxNumberOfNestedBlocks_max;NumberOfTryCatch_count;IsConstructor_freq;NumberOfMathOperations_max;NumberOfUniqueWords_50%;NumberOfUniqueWords_75%;NumberOfNumbers_50%;NumberOfAnonymousClasses_25%;NumberOfVariables_max;NumberOfModifiers_std;NumberOfLambdas_std;NumberOfParameters_CK_std;WMC_CK_mean
12;15.833333333333336;0.0;1.0;3.1666666666666665;12.0;0.0;12.0;0.0;3.0;1.0;0.0;12.0;0.0;1.0;0.0;0.0;0.5;0.0;4.0;0.0;12.0;12.0;0.38924947208076144;0.0;0.0;1.0;0.0;1.0;0.0;1.0;12.0;2;0.0;0.0;12.0;0.0;12.0;0.0;0.0;0.0;0.5149286505444373;0.0;3.0;0.0;0.0;0.8333333333333334;0.3892494720807615;0.0;3.0;0.0;0.0;1.0;0.0;0.0;12.0;1.0;0.0;0.5;0.0;0.0;0.0;9.0;0.0;0.0;1.0;0.0;0.0;0.16666666666666666;1.0;0.0;0.0;12.0;12.0;0.0;False;1.0;0.0;0.492365963917331;0.0;0.0;0.0;12.0;0.0;0.4166666666666667;1.0;0.0;1.0;0.0;1.0;4.877281905721545;0.75;1.0;1.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.0;12.0;0.0;0.3892494720807615;12.0;0.0;0.0;0.0;0.0;12.0;0.0;1.0;0.0;24.0;0.0;1.0298573010888743;12.0;0.6666666666666666;12.75;1.0;1.25;0.3892494720807615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3892494720807615;0.16666666666666666;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;12.0;0.0;0.0;0.16666666666666666;0.0;12.0;0.0;False;0.0;0.5222329678670935;0.0;12.0;0.0;12.0;11.0;0.0;15.0;19.0;0.0;0.0;1.0;0.0;0.0;0.8660254037844386;1.1666666666666667
8;16.125;0.0;1.0;5.125;8.0;0.0;8.0;0.0;3.0;2.0;0.0;8.0;0.0;0.5;0.0;2.0;1.0;0.0;15.0;0.0;8.0;8.0;4.356850107261306;0.0;0.0;1.0;0.0;3.0;0.0;1.0;8.0;1;0.0;0.0;8.0;1.0;8.0;0.0;0.0;0.0;2.4748737341529163;0.0;3.0;0.0;0.0;2.375;2.449489742783178;0.0;4.0;0.0;0.0;1.0;0.0;0.0;8.0;1.0;0.0;1.125;0.0;0.5;0.7071067811865476;6.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;8.0;8.0;0.0;False;1.0;0.0;0.5345224838248488;0.25;0.25;0.0;8.0;0.0;1.125;1.0;0.0;0.5;0.0;0.5;7.548651724456683;1.125;1.0;7.0;5.0;0.0;0.0;0.0;8.0;0.0;0.0;8.0;0.0;0.0;0.25;0.0;8.0;0.0;0.0;0.0;1.0;1.25;0.0;0.0;0.0;8.0;0.0;0.3535533905932738;8.0;0.0;1.0690449676496976;0.0;0.0;8.0;0.0;1.0;0.0;27.0;0.0;2.5035688811888406;8.0;0.5;11.0;1.0;2.5;1.407885953173359;0.0;0.0;0.0;0.0;0.25;1.0;0.0;0.4629100498862757;0.125;0.0;0.0;0.0;1.5;0.0;4.25;0.0;1.0;0.0;0.0;3.0;8.0;0.0;0.0;0.25;0.0;8.0;0.0;False;0.0;1.1259916264596033;0.0;8.0;3.0;8.0;8.0;0.0;16.0;20.5;0.0;0.0;7.0;0.0;0.0;1.5526475085202969;1.625
12;11.25;0.0;1.0;4.75;12.0;0.0;12.0;0.0;3.0;0.0;0.0;12.0;0.0;0.5;0.0;0.0;0.0;0.0;17.0;1.0;12.0;12.0;4.136863106707346;0.0;0.0;1.0;0.0;0.0;0.0;0.0;12.0;2;0.0;0.0;12.0;0.0;12.0;0.0;0.0;0.08333333333333333;0.8660254037844386;0.0;3.0;0.0;0.0;0.4166666666666667;0.2886751345948129;0.0;3.0;0.0;6.0;1.0;0.0;0.0;12.0;1.0;1.7320508075688772;0.0;0.0;0.16666666666666666;0.0;7.0;0.0;0.0;1.0;0.0;0.0;0.08333333333333333;0.0;0.0;1.0;12.0;12.0;0.0;False;1.0;0.0;0.5222329678670935;0.0;0.0;0.0;12.0;0.0;0.75;1.0;0.5;1.0;0.0;0.5;3.768891807222045;0.6666666666666666;1.0;3.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0;12.0;0.0;0.3892494720807616;0.0;0.0;12.0;0.0;1.0;0.0;17.0;0.0;0.9962049198956221;12.0;0.5;7.75;1.0;0.0;0.38924947208076144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.2886751345948129;3.5;0.0;1.0;0.0;0.0;3.0;12.0;0.0;0.0;0.0;0.0;12.0;0.0;False;0.0;0.0;0.0;12.0;1.0;12.0;11.0;0.0;11.5;14.25;0.0;0.0;1.0;0.0;0.0;0.8876253645985945;1.1666666666666667
16;30.125;0.0;1.0;10.75;16.0;0.0;16.0;0.0;3.0;1.0;0.0;16.0;0.0;1.0;0.0;0.0;1.0;4.0;30.0;1.0;16.0;16.0;8.41031113177945;0.0;1.6875;1.0;0.0;2.0;2.056493779875511;8.0;16.0;1;0.0;0.0;16.0;0.0;16.0;0.5;5.0;0.0;2.4186773244895647;1.0;1.0;0.0;0.5;2.0;1.181453906563152;0.0;4.0;0.0;1.0;3.0;0.625;0.0;16.0;3.0;0.25;0.75;0.0;0.6875;0.0;17.0;1.0;0.0;1.0;1.9958289839896937;0.0;1.0625;11.0;0.0;0.0;16.0;16.0;0.0;False;4.0;0.0;1.707825127659933;1.0;2.25;0.0;16.0;0.0;2.125;7.0;0.0625;4.0;0.0;3.0;7.5;2.6875;1.0;8.0;12.0;0.0;0.0;0.0;7.0;0.0;0.0;16.0;0.0;0.0;1.25;0.0;16.0;1.0;0.0;1.0;1.0;5.0;0.0;1.0;0.0;16.0;0.0;1.94828984838841;16.0;0.0;0.6020797289396148;0.0;0.0;16.0;0.0;2.25;0.0;46.0;0.0;1.8618986725025253;16.0;1.875;27.75;1028.0;2.25;3.2704484911603995;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.2345787979271736;0.9375;0.0;0.0;0.0;3.0;0.0;13.75;0.0;66.625;0.0;0.0;10.0;16.0;0.0;0.0;1.9375;0.0;16.0;0.0;False;0.0;0.5773502691896257;0.0;16.0;2.0;16.0;16.0;8.0;29.0;34.25;0.5;0.0;4.0;256.37053262806944;0.0;0.7932002689527196;3.8125
11;23.90909090909091;0.0;1.0;3.727272727272727;11.0;0.0;11.0;0.0;3.0;1.0;0.0;11.0;0.0;1.0;0.0;0.0;1.0;0.0;14.0;0.0;11.0;11.0;3.5239440713753982;0.0;0.18181818181818185;1.0;0.0;1.0;0.6030226891555273;0.0;11.0;1;0.0;0.0;11.0;0.0;11.0;0.0;2.0;0.0;0.9244162777371754;0.0;1.0;0.0;0.0;1.2727272727272727;0.6466697906828633;0.0;3.0;0.0;0.0;1.0;0.0;0.0;11.0;1.0;0.0;0.6363636363636364;0.0;0.09090909090909093;0.0;13.0;0.0;0.0;1.0;0.0;0.0;0.2727272727272727;1.0;0.0;0.0;11.0;11.0;0.0;False;4.0;0.0;0.7745966692414834;0.0;0.0;0.0;11.0;0.0;0.3636363636363637;3.0;0.0;0.0;0.0;2.0;8.50240607657086;1.818181818181818;1.0;3.0;5.0;0.0;0.0;0.0;6.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;11.0;0.0;0.0;11.0;0.0;0.30151134457776363;0.0;0.0;11.0;0.0;1.0;0.0;45.0;0.0;1.6787441193290351;11.0;1.0;20.0;1028.0;1.0;1.2060453783110543;0.0;0.0;0.0;0.0;0.0;0.5;1.5;0.30151134457776363;0.0;0.0;0.0;0.0;2.0;0.0;3.0;0.0;188.0;0.0;0.0;3.0;11.0;0.0;0.0;0.09090909090909093;0.0;11.0;0.0;False;0.0;0.504524979109513;0.0;11.0;1.0;11.0;11.0;0.0;23.0;26.0;0.0;0.0;2.0;414.56772667442414;0.0;0.873862897505303;1.3636363636363635
11;25.09090909090909;0.0;1.0;9.909090909090908;11.0;0.0;11.0;0.0;3.0;1.0;0.0;11.0;0.0;1.0;0.0;0.0;1.0;0.5;30.0;0.0;11.0;11.0;10.261135857735685;0.0;1.0;1.0;0.0;2.0;2.4083189157584592;2.0;11.0;1;0.0;0.0;11.0;0.0;11.0;1.0;8.0;0.0;3.015113445777636;0.0;1.0;0.0;0.0;2.636363636363636;1.3751033019046572;0.0;3.0;0.0;0.0;1.0;0.0;0.0;11.0;3.0;0.0;0.8181818181818182;0.0;0.7272727272727273;0.0;13.0;1.0;0.0;1.0;0.0;0.0;0.9090909090909092;4.0;0.0;0.0;11.0;11.0;0.0;False;4.0;0.0;1.0357254813546264;1.0;3.0;0.0;11.0;0.0;2.090909090909091;4.0;0.0;4.0;0.0;2.0;7.258850397336283;1.7272727272727273;1.0;7.0;9.0;0.0;0.0;0.0;6.0;0.0;0.0;11.0;0.0;0.0;1.0;0.0;11.0;1.0;0.0;0.0;3.0;5.0;0.0;1.0;0.0;11.0;0.0;0.7507571935295483;11.0;0.0;0.7862453931068966;0.0;0.0;11.0;0.0;2.0;0.0;38.0;0.0;2.248231628312673;11.0;1.4545454545454546;20.5;1028.0;4.0;2.656039430156385;0.0;0.0;0.0;0.0;0.0;0.5;1.0;1.618079669911781;0.8181818181818182;0.0;0.0;0.0;2.5;0.0;13.0;0.0;95.45454545454544;0.0;0.0;6.0;11.0;0.0;0.0;1.2727272727272727;0.0;11.0;0.0;False;0.0;0.7507571935295483;0.0;11.0;2.0;11.0;11.0;0.0;22.0;30.0;0.0;0.0;4.0;309.29382911282386;0.0;1.1037127426019049;3.363636363636364
9;25.11111111111111;0.0;1.0;4.222222222222221;9.0;0.0;9.0;0.0;3.0;1.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;14.0;0.0;9.0;9.0;3.666666666666667;0.0;0.1111111111111111;1.0;0.0;1.0;0.3333333333333333;1.0;9.0;2;0.0;0.0;9.0;0.0;9.0;0.0;1.0;0.0;1.6666666666666667;0.0;3.0;0.0;0.0;1.2222222222222223;0.6666666666666666;0.0;3.0;0.0;0.0;1.0;0.0;0.0;9.0;1.0;0.0;0.4444444444444444;0.0;0.1111111111111111;0.0;15.0;1.0;0.0;1.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;9.0;9.0;0.0;False;1.0;0.0;0.4409585518440984;0.0;0.0;0.0;9.0;0.0;0.5555555555555556;1.0;0.0;0.0;0.0;2.0;7.389933092465121;2.2222222222222223;1.0;5.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;9.0;0.0;0.5270462766947299;9.0;0.0;0.3333333333333333;0.0;0.0;9.0;0.0;1.0;0.0;41.0;0.0;1.481365736219265;9.0;0.7777777777777778;21.0;4.0;1.0;0.8660254037844386;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.4444444444444444;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1.6666666666666667;0.0;0.0;3.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;False;0.0;0.5270462766947299;0.0;9.0;1.0;9.0;7.0;0.0;25.0;27.0;0.0;0.0;2.0;1.3228756555322951;0.0;0.6666666666666667;1.6666666666666667
9;22.444444444444446;0.0;1.0;3.0;9.0;0.0;9.0;0.0;3.0;1.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;9.0;9.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;9.0;2;0.0;0.0;9.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.8888888888888888;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;9.0;1.0;0.0;0.3333333333333333;0.0;0.0;0.0;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;9.0;0.0;False;1.0;0.0;0.4409585518440984;0.0;0.0;0.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;8.00173592277187;2.0;1.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;9.0;0.0;0.5270462766947299;9.0;0.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;35.0;0.0;0.6009252125773316;9.0;0.7777777777777778;20.0;4.0;1.0;0.7264831572567789;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.4444444444444444;0.0;0.0;0.0;2.0;0.0;3.0;0.0;1.3333333333333333;0.0;0.0;3.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;False;0.0;0.5;0.0;9.0;0.0;9.0;7.0;0.0;21.0;26.0;0.0;0.0;0.0;1.0;0.0;0.8660254037844386;1.4444444444444444
9;24.0;0.0;1.0;3.4444444444444446;9.0;0.0;9.0;0.0;3.0;1.0;0.0;9.0;0.0;1.0;0.0;0.0;1.0;0.0;7.0;0.0;9.0;9.0;1.3333333333333337;0.0;0.0;1.0;0.0;1.0;0.0;1.0;9.0;2;0.0;0.0;9.0;0.0;9.0;0.0;0.0;0.0;0.3333333333333333;0.0;3.0;0.0;0.0;0.8888888888888888;0.3333333333333333;0.0;3.0;0.0;0.0;1.0;0.0;0.0;9.0;1.0;0.0;0.6666666666666666;0.0;0.1111111111111111;0.0;18.0;0.0;0.0;1.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;9.0;9.0;0.0;False;1.0;0.0;0.5;0.0;0.0;0.0;9.0;0.0;0.1111111111111111;2.0;0.0;0.0;0.0;2.0;5.522680508593631;2.0;1.0;1.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;9.0;0.0;0.4409585518440984;9.0;0.0;0.3333333333333333;0.0;0.0;9.0;0.0;1.0;0.0;34.0;0.0;0.7817359599705717;9.0;1.0;19.0;9.0;1.0;0.7071067811865476;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.2222222222222222;0.0;0.0;0.0;2.0;0.0;3.0;0.0;2.2222222222222223;0.0;0.0;3.0;9.0;0.0;0.0;0.0;0.0;9.0;0.0;False;0.0;0.5;0.0;9.0;1.0;9.0;8.0;0.0;24.0;28.0;0.0;0.0;1.0;2.7284509239574835;0.0;0.8660254037844386;1.3333333333333333
17;24.35294117647059;0.0;1.0;3.647058823529412;17.0;0.0;17.0;0.0;3.0;1.0;0.0;17.0;0.0;1.0;0.0;0.0;1.0;0.0;14.0;0.0;17.0;17.0;2.6678918753996625;0.0;0.1176470588235294;1.0;0.0;1.0;0.3321055820775357;1.0;17.0;2;0.0;0.0;17.0;0.0;17.0;0.0;1.0;0.0;1.2126781251816647;0.0;3.0;0.0;0.0;1.1176470588235294;1.2126781251816647;0.0;4.0;0.0;0.0;1.0;0.0;0.0;17.0;1.0;0.0;0.7058823529411765;0.0;0.05882352941176471;0.0;8.0;0.0;0.0;1.0;0.0;0.0;0.29411764705882354;0.0;0.0;0.0;17.0;17.0;0.0;False;1.0;0.0;0.3929526239966879;0.0;0.0;0.0;17.0;0.0;0.29411764705882354;1.0;0.0;0.0;0.0;2.0;5.634061328990263;2.235294117647059;1.0;5.0;2.0;0.0;0.0;0.0;5.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;17.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;17.0;0.0;0.24253562503633294;17.0;0.0;0.24253562503633302;0.0;0.0;17.0;0.0;1.0;0.0;31.0;0.0;1.053704948098403;17.0;0.8235294117647058;21.0;9.0;1.0;0.24253562503633302;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.05882352941176471;0.0;0.0;0.0;3.0;0.0;3.0;0.0;1.6470588235294117;0.0;0.0;3.0;17.0;0.0;0.0;0.0;0.0;17.0;0.0;False;0.0;0.4696682183138621;0.0;17.0;1.0;17.0;15.0;0.0;26.0;28.0;0.0;0.0;5.0;2.0291986247835694;0.0;0.8313702367707395;1.0588235294117647
6;20.83333333333333;0.0;1.0;6.166666666666668;6.0;0.0;6.0;0.0;3.0;1.75;0.0;6.0;0.0;1.0;0.0;0.0;1.0;0.0;22.0;0.0;6.0;6.0;7.756717518813398;0.0;0.5;1.0;0.0;2.0;1.224744871391589;2.0;6.0;2;0.0;0.0;6.0;0.0;6.0;0.0;3.0;0.0;0.8164965809277259;0.0;3.0;0.0;0.0;0.8333333333333334;0.40824829046386296;0.0;3.0;0.0;0.0;1.0;0.0;0.0;6.0;1.0;0.0;1.0;0.0;0.3333333333333333;0.0;13.0;0.75;0.0;1.0;0.0;0.0;0.16666666666666666;5.0;0.0;0.0;6.0;6.0;0.0;False;1.0;0.0;2.1602468994692865;0.0;0.75;0.0;6.0;0.0;0.3333333333333333;6.0;0.0;0.0;0.0;0.5;5.776388721914987;0.8333333333333334;1.0;2.0;11.0;0.0;0.0;0.0;4.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;1.75;0.0;0.0;0.0;6.0;0.0;0.8366600265340756;6.0;0.0;0.8164965809277259;0.0;0.0;6.0;0.0;1.0;0.0;31.0;0.0;1.6020819787597218;6.0;1.6666666666666667;20.0;1.0;0.75;4.020779360604939;0.0;0.0;0.0;0.25;0.0;0.0;0.0;2.0;0.5;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;6.0;0.0;0.0;1.0;0.0;6.0;0.0;False;0.0;0.8944271909999159;0.0;6.0;2.0;6.0;5.0;0.0;20.0;20.75;0.0;0.0;1.0;0.0;0.0;1.1690451944500122;2.833333333333333
3;20.666666666666668;0.0;1.0;9.0;3.0;0.0;3.0;0.0;7.0;1.0;0.0;3.0;0.0;3.0;0.0;1.0;1.0;1.0;13.0;0.0;3.0;3.0;5.291502622129181;1.0;1.0;2.0;0.0;1.0;0.0;1.0;3.0;1;0.0;0.0;3.0;0.0;3.0;0.0;1.0;0.0;1.1547005383792517;0.0;3.0;1.0;2.0;1.3333333333333333;0.5773502691896258;0.0;2.0;0.0;0.0;1.0;0.0;0.0;3.0;5.0;0.0;0.6666666666666666;0.0;1.3333333333333333;0.5773502691896258;20.0;0.5;0.0;3.5;0.0;0.0;0.3333333333333333;3.0;0.0;0.0;3.0;3.0;0.0;False;1.5;1.0;1.1547005383792517;2.0;2.5;0.0;3.0;0.0;0.6666666666666666;3.0;0.0;1.0;0.0;1.0;0.5773502691896258;1.3333333333333333;1.0;2.0;5.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0;0.5;0.0;3.0;2.0;0.0;1.0;2.0;5.0;1.0;2.0;1.0;3.0;0.0;0.5773502691896258;3.0;0.0;1.1547005383792517;0.0;0.0;3.0;0.0;3.0;0.0;21.0;0.0;1.1547005383792517;3.0;2.333333333333333;20.5;2.0;2.0;1.7320508075688772;0.0;0.0;0.0;0.5;0.6666666666666666;1.0;1.0;1.5275252316519468;0.3333333333333333;0.0;1.0;0.0;1.5;0.0;12.0;0.0;1.3333333333333333;0.0;0.0;11.0;3.0;0.0;0.0;1.6666666666666667;0.0;3.0;0.0;False;0.5;0.5773502691896258;0.0;3.0;2.0;3.0;3.0;0.0;21.0;21.0;1.0;0.0;1.0;0.5773502691896257;0.0;0.5773502691896257;4.0
2;12.0;0.0;1.0;3.0;2.0;0.0;2.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;True;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;9.899494936611664;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;19.0;0.0;0.0;2.0;0.0;8.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.5;0.0;3.0;0.0;1.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;False;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;12.0;15.5;0.0;0.0;0.0;0.0;0.0;1.4142135623730951;1.0
17;27.0;0.0;1.0;4.0588235294117645;17.0;0.0;17.0;0.0;3.0;1.0;0.0;17.0;0.0;1.0;0.0;0.0;1.0;0.0;11.0;0.0;17.0;17.0;2.0146522105345537;0.0;0.1176470588235294;1.0;0.0;2.0;0.3321055820775357;0.0;17.0;2;0.0;0.0;17.0;0.0;17.0;0.0;1.0;0.0;1.0914103126634984;0.0;3.0;0.0;0.0;1.2352941176470589;0.931475742477242;0.0;4.0;0.0;0.0;1.0;0.0;0.0;17.0;1.0;0.0;1.0;0.0;0.05882352941176471;0.0;8.0;0.0;0.0;1.0;0.0;0.0;0.6470588235294118;1.0;0.0;0.0;17.0;17.0;0.0;False;1.0;0.0;0.3321055820775357;0.0;0.0;0.0;17.0;0.0;0.7647058823529411;1.0;0.0;2.0;0.0;3.0;6.991065727054782;2.588235294117647;1.0;3.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;17.0;0.0;0.0;2.0;0.0;17.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;17.0;0.0;0.0;17.0;0.0;0.24253562503633294;0.0;0.0;17.0;0.0;1.0;0.0;36.0;0.0;0.8313702367707394;17.0;0.8823529411764706;27.0;4.0;2.0;0.24253562503633302;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.24253562503633294;0.0;0.0;0.0;0.0;3.0;0.0;5.0;0.0;1.2352941176470589;0.0;0.0;3.0;17.0;0.0;0.0;0.05882352941176471;0.0;17.0;0.0;False;0.0;0.7071067811865476;0.0;17.0;1.0;17.0;15.0;0.0;29.0;31.0;0.0;0.0;2.0;0.7524469885568255;0.0;0.9393364366277244;1.0588235294117647
